overlay	section	section_name	canonical_id	origin	severity	title	source_report
XAR12	S12	Media Execution / Post-processing	DS6-S12-05	deep-addition	Medium	Implicit EXT-X-BYTERANGE offsets are tracked globally, so a URI switch can inherit the previous resource offset.	XDM_ANDROID_DEEP_SUBSET6_AUDIT_20260913.md
XAR12	S12	Media Execution / Post-processing	DS6-S12-06	deep-addition	Medium	Segment URIs without preceding EXTINF are accepted with a 1 ms duration, allowing invalid playlists to become native-executable.	XDM_ANDROID_DEEP_SUBSET6_AUDIT_20260913.md
XAR12	S12	Media Execution / Post-processing	DS6-S12-07	deep-addition	High	Native HLS credential headers are scoped by host only, not full origin, so same-host sibling ports can receive another origin’s Cookie/Authorization.	XDM_ANDROID_DEEP_SUBSET6_AUDIT_20260913.md
XAR13	S13	Downloads UI / Actions	DS7-S13-01	deep-addition	High	Resume/Retry actions persist a stale UI Download snapshot before launching the queue.	XDM_ANDROID_DEEP_SUBSET7_AUDIT_20260913.md
XAR13	S13	Downloads UI / Actions	DS7-S13-02	deep-addition	High	Start Now can bypass current queue policy because policyOverride is derived from the stale UI error string.	XDM_ANDROID_DEEP_SUBSET7_AUDIT_20260913.md
XAR13	S13	Downloads UI / Actions	DS7-S13-03	deep-addition	High	Restart from zero retires generic transfer state but does not cancel a Native HLS-owned worker.	XDM_ANDROID_DEEP_SUBSET7_AUDIT_20260913.md
XAR13	S13	Downloads UI / Actions	DS7-S13-04	deep-addition	Medium-High	Delete Download Entry does not route nonterminal Native HLS rows through Native HLS ownership.	XDM_ANDROID_DEEP_SUBSET7_AUDIT_20260913.md
XAR13	S13	Downloads UI / Actions	DS7-S13-05	deep-addition	Medium-High	Archive Selected can hide active transfers without stopping or warning about active work.	XDM_ANDROID_DEEP_SUBSET7_AUDIT_20260913.md
XAR13	S13	Downloads UI / Actions	DS7-S13-06	deep-addition	Medium	Tag chips show selected state but only assign; there is no Organize path to unassign a tag.	XDM_ANDROID_DEEP_SUBSET7_AUDIT_20260913.md
XAR14	S14	Settings / Diagnostics	DS7-S14-01	deep-addition	High	Exporting a historical diagnostics run mixes that run with the current support report, timeline, and problem incidents.	XDM_ANDROID_DEEP_SUBSET7_AUDIT_20260913.md
XAR14	S14	Settings / Diagnostics	DS7-S14-02	deep-addition	High	Diagnostics redaction preserves URL path segments and the final scanner does not detect path-embedded credentials.	XDM_ANDROID_DEEP_SUBSET7_AUDIT_20260913.md
XAR14	S14	Settings / Diagnostics	DS7-S14-03	deep-addition	Medium-High	Support report Copy/Export bypasses the final diagnostics ZIP scanner and uses ordinary clipboard/share APIs.	XDM_ANDROID_DEEP_SUBSET7_AUDIT_20260913.md
XAR14	S14	Settings / Diagnostics	DS7-S14-04	deep-addition	Medium-High	Debug run history is written non-atomically and corrupt runs are silently dropped.	XDM_ANDROID_DEEP_SUBSET7_AUDIT_20260913.md
XAR14	S14	Settings / Diagnostics	DS7-S14-05	deep-addition	Medium-High	Settings import is partial and trusts external object IDs for upsert replacement.	XDM_ANDROID_DEEP_SUBSET7_AUDIT_20260913.md
XAR15	S15	Privacy / Security / Performance	DS8-S15-04	deep-addition	Medium-High	All-files storage permission is unconditional in the main manifest and enforced by validators, leaving no scoped-storage release lane.	XDM_ANDROID_DEEP_SUBSET8_AUDIT_20260913.md
XAR15	S15	Privacy / Security / Performance	DS8-S15-05	deep-addition	Medium	Legacy external-storage permissions are requested automatically on launch instead of being tied to a direct-storage destination action.	XDM_ANDROID_DEEP_SUBSET8_AUDIT_20260913.md
XAR16	S16	End-to-end Release Seal	DS8-S16-01	deep-addition	High	Android CI verifies a release APK payload before the workflow builds any release APK.	XDM_ANDROID_DEEP_SUBSET8_AUDIT_20260913.md
XAR16	S16	End-to-end Release Seal	DS8-S16-02	deep-addition	High	run-final-release-gate.sh --ci exits after static validation while the full device/release matrix is only printed for humans.	XDM_ANDROID_DEEP_SUBSET8_AUDIT_20260913.md
XAR16	S16	End-to-end Release Seal	DS8-S16-04	deep-addition	High	FinalPublicReleaseGate treats missing aria2 payload verification as a warning even though release inventory/docs require aria2.	XDM_ANDROID_DEEP_SUBSET8_AUDIT_20260913.md
XAR16	S16	End-to-end Release Seal	DS8-S16-05	deep-addition	High	FinalPublicReleaseGate ignores real-device smoke, FFmpeg payload, lint, and native-symbol evidence fields that the build already defines.	XDM_ANDROID_DEEP_SUBSET8_AUDIT_20260913.md
XAR16	S16	End-to-end Release Seal	DS8-S16-06	deep-addition	Medium-High	AAB verification does not enforce the release inventory’s required entries, version metadata, package identity, or ABI-specific runtime library.	XDM_ANDROID_DEEP_SUBSET8_AUDIT_20260913.md
XAR16	S16	End-to-end Release Seal	DS8-S16-07	deep-addition	Medium-High	The release artifact helper builds only assembleRelease plus SHA-256 files while CI merely syntax-checks the helper.	XDM_ANDROID_DEEP_SUBSET8_AUDIT_20260913.md
XAR04	S02	Shell & Navigation	RERUN-S02-01	post-handoff-rerun	Medium	Add Download sheet can restore stale external-draft form state into a later manual Add session	XDM_ANDROID_SUBSECTION_1_2_RERUN_BUG_HUNT_20260913.md
XAR05	S03	External Intake	RERUN-S03-01	post-handoff-rerun	High	Proposed/final browser request headers are captured but not durably persisted/restored for external command execution	XDM_ANDROID_SUBSECTION_1_2_RERUN_BUG_HUNT_20260913.md; XDM_ANDROID_SUBSECTION_2_3_RERUN_BUG_HUNT_20260913.md
XAR05	S03	External Intake	RERUN23-S03-02	post-handoff-rerun	High	Page-observation proof fields are stripped across durable external-command restore, disabling proof enforcement after replay	XDM_ANDROID_SUBSECTION_2_3_RERUN_BUG_HUNT_20260913.md
XAR06	S06	Storage / Publication	RERUN23-S06-01	post-handoff-rerun	Medium-High	File-backed Resume can replace an existing final file based only on stale staging-file existence	XDM_ANDROID_SUBSECTION_2_3_RERUN_BUG_HUNT_20260913.md; XDM_ANDROID_SUBSECTION_3_4_RERUN_BUG_HUNT_20260913.md
XAR07	S07	Native HTTP Transfer	RERUN34-S07-01	post-handoff-rerun	Medium-High	Native HTTP pause can downgrade Failed/RecoveryRequired quarantine states into clean Paused	XDM_ANDROID_SUBSECTION_3_4_RERUN_BUG_HUNT_20260913.md; XDM_ANDROID_SUBSECTION_4_5_RERUN_BUG_HUNT_20260913.md
XAR08	S08	Embedded aria2 Backend	RERUN34-S08-01	post-handoff-rerun	High	aria2 completion is acknowledged even if terminal mapping/ownership metadata persistence fails	XDM_ANDROID_SUBSECTION_3_4_RERUN_BUG_HUNT_20260913.md; XDM_ANDROID_SUBSECTION_4_5_RERUN_BUG_HUNT_20260913.md
XAR10	S10	Browser / WebView / Handoff	RERUN45-S10-01	post-handoff-rerun	Medium-High	Firefox site-mode filtering does not gate background capture or manual popup send	XDM_ANDROID_SUBSECTION_4_5_RERUN_BUG_HUNT_20260913.md; XDM_ANDROID_SUBSECTION_5_6_RERUN_BUG_HUNT_20260913.md
XAR09	S09	Scheduler / Background Execution	RERUN56-S09-01	post-handoff-rerun	Medium-High	Clear completed deletes retryable Termux media owner jobs while leaving retryable media library output rows	XDM_ANDROID_SUBSECTION_5_6_RERUN_BUG_HUNT_20260913.md
XAR12	S12	Media Execution / Post-processing	RERUN56-S12-01	post-handoff-rerun	Medium-High	Native HLS AES-128 explicit IVs are padded/truncated instead of strictly validated	XDM_ANDROID_SUBSECTION_5_6_RERUN_BUG_HUNT_20260913.md; XDM_ANDROID_SUBSECTION_6_7_RERUN_BUG_HUNT_20260913.md
XAR13	S13	Downloads UI / Actions	RERUN67-S13-01	post-handoff-rerun	Medium-High	Fresh redownload/restart can queue a replacement before proving the exact request handoff was cloned	XDM_ANDROID_SUBSECTION_6_7_RERUN_BUG_HUNT_20260913.md; XDM_ANDROID_SUBSECTION_7_REST_RERUN_BUG_HUNT_20260913.md
XAR14	S14	Settings / Diagnostics	RERUN67-S14-01	post-handoff-rerun	Medium	Exact host destination rules behave like wildcard subdomain rules	XDM_ANDROID_SUBSECTION_6_7_RERUN_BUG_HUNT_20260913.md; XDM_ANDROID_SUBSECTION_7_REST_RERUN_BUG_HUNT_20260913.md
XAR13	S13	Downloads UI / Actions	RERUN7R-S13-01	post-handoff-rerun	Medium-High	Fresh redownload/restart clears exact-URL approvals even when preserving the same request URL	XDM_ANDROID_SUBSECTION_7_REST_RERUN_BUG_HUNT_20260913.md
XAR14	S14	Settings / Diagnostics	RERUN7R-S14-01	post-handoff-rerun	Medium	Settings export/import does not escape its own field delimiter	XDM_ANDROID_SUBSECTION_7_REST_RERUN_BUG_HUNT_20260913.md
